"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"Utility","11",100,148.92,NA,NA,303.84,315.5,0.969285958213589,0.458836139084889,9.89328678180549
"Utility","12",100,220.67,NA,NA,447.34,459,0.389028291528774,0.676301725335269,0.158001067817956
"Utility","13",100,125.43,NA,NA,256.86,268.52,0.940302596714153,0.590064131936639,5.21384838659039
"Utility","14",100,130.71,NA,NA,267.42,279.08,0.94058111527887,0.572861462496559,6.06529037252118
"Utility","15",100,182.25,NA,NA,370.5,382.16,0.957594065260853,0.589456774967476,4.36390165754202
"Utility","16",100,126.96,NA,NA,259.92,271.58,0.925316524412863,0.679115413829061,4.41623646438879
"Utility","17",100,196.57,NA,NA,399.14,410.8,0.636688301041882,0.099812495699385,1.51427442507735
"Utility","18",100,232.63,NA,NA,471.26,482.92,0.626270758515636,0.552150878263286,0.144071502984429
"Utility","19",100,234.34,NA,NA,474.68,486.34,0.99048587889901,0.48959977245814,5.39579700267077
"Utility","20",100,112.68,NA,NA,231.36,243.02,0.940302596714153,0.590064131936639,5.21384838659039
"Utility","21",100,118.95,NA,NA,243.9,255.56,0.870487633432293,0.722193105000815,2.51307586584453
"Utility","22",100,115.26,NA,NA,236.52,248.18,0.888684775060499,0.728491433997067,2.60875448048229
"Utility","23",100,112.11,NA,NA,230.22,241.88,0.940302596714153,0.590064131936639,5.21384838659039
"Utility","24",100,239.59,NA,NA,485.18,496.84,0.345590040991718,0.212130919826038,0.280638765164852
"Utility","25",100,149.42,NA,NA,304.84,316.5,0.947410550498249,0.628297028960966,5.37503303595858
"Utility","26",100,228.16,NA,NA,462.32,473.98,0.99048587889901,0.48959977245814,5.39579700267077
"Utility","27",100,135.73,NA,NA,277.46,289.12,0.909073712929919,0.741972612192908,2.64403411747204
